Alimento,Gramos
"Cake or cupcake, Black Forest",30.0
"Cake, Boston cream pie",30.0
"Cake or cupcake, carrot",90.0
"Cake or cupcake, coconut",90.0
"Cheesecake, plain",30.0
"Cheesecake, fruit",30.0
"Cheesecake, chocolate",30.0
"Cake or cupcake, chocolate with white icing, bakery",30.0
"Cake or cupcake, chocolate with white icing, from mix",30.0
"Cake or cupcake, chocolate with chocolate icing, bakery",30.0
"Cake or cupcake, chocolate with chocolate icing, from mix",30.0
"Cake or cupcake, chocolate, no icing",30.0
"Cake or cupcake, German chocolate",90.0
"Cake or cupcake, gluten free",90.0
"Cake, chocolate, flourless",30.0
"Cake, cream",90.0
"Snack cake, chocolate",30.0
"Snack cake, white",30.0
"Cake, fruit cake",30.0
"Cake or cupcake, gingerbread",30.0
Ice cream cake,340.0
"Cake, jelly roll",30.0
"Cake or cupcake, lemon",90.0
"Cake or cupcake, marble",90.0
"Cake or cupcake, peanut butter",90.0
"Cake, pound",30.0
"Cake or cupcake, pumpkin",90.0
"Cake or cupcake, red velvet",90.0
"Cake or cupcake, spice",90.0
"Cake, sponge",30.0
"Cake or cupcake, strawberry",90.0
"Cake, torte",30.0
"Cake, tres leche",30.0
"Cake, pineapple, upside down",30.0
"Cake or cupcake, white with white icing, bakery",30.0
"Cake or cupcake, white with white icing, from mix",30.0
"Cake or cupcake, white with chocolate icing, bakery",30.0
"Cake or cupcake, white with chocolate icing, from mix",30.0
"Cake or cupcake, white, no icing",30.0
"Cake, strawberry shortcake",30.0
"Cake or cupcake, zucchini",90.0
"Cookie, batter or dough, raw",246.0
"Cookie, NFS",30.0
"Cookie, almond",30.0
"Cookie, applesauce",30.0
"Cookie, biscotti",32.0
"Cookie, brownie, NS as to icing",244.0
"Cookie, brownie, without icing",244.0
"Cookie, brownie, with icing or filling",405.0
"Cookie, brownie, reduced fat, NS as to icing",30.0
"Cookie, butterscotch, brownie",244.0
"Cookie, bar, with chocolate",65.0
"Cookie, chocolate chip",5.0
"Cookie, chocolate chip, made from home recipe or purchased at a bakery",30.0
"Cookie, chocolate chip, reduced fat",30.0
"Cookie, chocolate chip sandwich",30.0
"Cookie, chocolate, made with rice cereal",30.0
"Cookie, chocolate, made with oatmeal and coconut, no bake",30.0
"Cookie, chocolate or fudge",30.0
"Cookie, marshmallow, chocolate-covered",28.0
"Cookie, marshmallow pie, chocolate covered",34.0
"Cookie, chocolate, with icing or coating",30.0
"Cookie, sugar wafer, chocolate-covered",15.0
"Cookie, chocolate sandwich",30.0
"Cookie, chocolate sandwich, reduced fat",30.0
"Cookie, chocolate, sandwich, with extra filling",244.0
"Cookie, chocolate and vanilla sandwich",30.0
"Cookie, chocolate wafer",5.0
"Cookie, graham cracker with chocolate and marshmallow",19.0
"Cookie bar, with chocolate, nuts, and graham crackers",244.0
"Cookie, coconut",30.0
"Cookie, fruit-filled bar",25.0
"Cookie, fig bar",6.3
"Cookie, fortune",32.0
"Cookie, cone shell, ice cream type, wafer or cake",125.0
"Cookie, gingersnaps",30.0
"Cookie, granola",30.0
"Cookie, ladyfinger",8.3
"Cookie, lemon bar",244.0
"Cookie, macaroon",244.0
"Cookie, marshmallow, with coconut",244.0
"Cookie, marshmallow, with rice cereal, no bake",244.0
"Cookie, marshmallow, with rice cereal and chocolate chips",244.0
"Cookie, marshmallow and peanut butter, with oat cereal, no bake",244.0
"Cookie, meringue",244.0
"Cookie, molasses",30.0
"Cookie, Lebkuchen",244.0
"Cookie, multigrain, high fiber",32.0
"Cookie, oatmeal",30.0
"Cookie, oatmeal, with raisins",30.0
"Cookie, oatmeal, reduced fat, NS as to raisins",244.0
"Cookie, oatmeal sandwich, with creme filling",244.0
"Cookie, oatmeal, with chocolate chips",30.0
"Cookie, oatmeal sandwich, with peanut butter and jelly filling",30.0
"Cookie, oatmeal, with chocolate and peanut butter, no bake",30.0
"Cookie, peanut butter",30.0
"Cookie, peanut butter, with chocolate",30.0
"Cookie, peanut butter with rice cereal, no bake",244.0
"Cookie, peanut butter sandwich",244.0
"Cookie, with peanut butter filling, chocolate-coated",30.0
"Cookie, Pfeffernusse",244.0
"Cookie, Pizzelle",13.0
"Cookie, pumpkin",5.0
"Cookie, raisin",30.0
"Cookie, raisin sandwich, cream-filled",30.0
"Cookie, rum ball, no bake",85.0
"Cookie, sandwich-type, not chocolate or vanilla",30.0
"Cookie, shortbread",30.0
"Cookie, shortbread, reduced fat",30.0
"Cookie, shortbread, with icing or filling",30.0
Pocky,28.0
"Cookie, animal",5.0
"Cookie, animal, with frosting or icing",5.0
"Cookie, butter or sugar",30.0
Marie biscuit,32.0
"Cookie, butter or sugar, with fruit and/or nuts",30.0
"Cookie, sugar wafer",405.0
"Cookie, toffee bar",244.0
"Cookie, vanilla sandwich",30.0
"Cookie, vanilla sandwich, extra filling",30.0
"Cookie, vanilla sandwich, reduced fat",30.0
"Cookie, butter or sugar, with chocolate icing or filling",30.0
"Cookie, butter or sugar, with icing or filling other than chocolate",30.0
"Cookie, tea, Japanese",405.0
"Cookie, vanilla wafer",30.0
"Cookie, vanilla wafer, reduced fat",244.0
"Cookie, vanilla with caramel, coconut, and chocolate coating",20.0
"Cookie, rugelach",23.0
"Cookie, chocolate chip, reduced sugar",30.0
"Cookie, oatmeal, reduced sugar",30.0
"Cookie, sandwich, reduced sugar",244.0
"Cookie, sugar or plain, sugar free",244.0
"Cookie, sugar wafer, sugar free",405.0
"Cookie, peanut butter, sugar free",405.0
"Cookie, gluten free",5.0
"Cookies, Puerto Rican style",244.0
"Pie, NFS",75.0
"Tart, all types",125.0
"Pie, apple",75.0
"Pie, apple, fast food",125.0
"Pie, berry",75.0
"Pie, blueberry",75.0
"Pie, cherry",75.0
"Pie, lemon",30.0
"Pie, key lime",30.0
"Pie, peach",75.0
"Pie, strawberry",30.0
"Pie, banana cream",30.0
"Pie, chocolate cream",30.0
"Pie, coconut cream",30.0
"Pie, custard",30.0
Dessert pizza,45.0
"Pie, peanut butter cream",30.0
"Pie, pineapple cream",30.0
"Pie, pumpkin",75.0
"Pie, sweet potato",75.0
"Pie, vanilla cream",30.0
"Pie, lemon meringue",30.0
"Pie, pecan",75.0
"Pie, oatmeal",30.0
Pie shell,25.0
"Pie shell, graham cracker",25.0
"Cobbler, apple",246.0
"Cobbler, berry",246.0
"Cobbler, cherry",246.0
"Cobbler, peach",246.0
"Crisp, apple",246.0
"Fritter, plain",100.0
"Fritter, fruit",100.0
"Crisp, berry",246.0
"Crisp, cherry",246.0
"Crisp, peach",246.0
"Cream puff, eclair, custard or cream filled, NS as to icing",102.0
"Cream puff, eclair, custard or cream filled, not iced",102.0
"Cream puff, eclair, custard or cream filled, iced",102.0
"Cream puff, eclair, custard or cream filled, iced, reduced fat",78.0
"Cream puff, no filling or icing",27.0
"Sopaipilla, without syrup or honey",10.0
Sopaipilla with syrup or honey,10.0
"Crepe, chocolate filled",80.0
"Crepe, fruit filled",80.0
"Tamale, sweet",35.0
"Strudel, apple",45.0
"Strudel, berry",45.0
"Strudel, cherry",45.0
"Strudel, cheese",45.0
"Strudel, peach",45.0
Baklava,45.0
Basbousa,45.0
"Turnover, fruit",180.0
"Pastry, fruit-filled",78.0
"Pastry, made with bean or lotus seed paste filling, baked",51.0
"Pastry, made with bean paste and salted egg yolk filling, baked",204.0
"Pastry, Chinese, made with rice flour",28.35
"Pastry, cookie type, fried",78.0
"Pastry, Italian, with cheese",78.0
"Pastry, puff",78.0
"Pastry, puff, custard or cream filled, iced or not iced",57.0
Cheese pastry puffs,6.0
"Pastry, mainly flour and water, fried",244.0
"Empanada, fruit",180.0
"Breakfast pastry, NFS",405.0
"Danish pastry, plain or spice",9.2
"Danish pastry, with fruit",53.0
"Danish pastry, with cheese",9.2
"Doughnut, NFS",75.0
"Doughnut, cake type, plain",75.0
"Doughnut, chocolate",75.0
"Doughnut, cake type, powdered sugar",75.0
"Doughnut, cake type, with icing",75.0
"Doughnut, cake type, chocolate icing",75.0
"Doughnut, chocolate, with chocolate icing",75.0
Doughnut holes,15.0
Churros,160.0
Beignet,45.0
"Doughnut, yeast type",75.0
"Doughnut, yeast type, with chocolate icing",75.0
"Doughnut, jelly",75.0
"Doughnut, custard-filled",75.0
"Doughnut, custard-filled, with icing",75.0
Breakfast tart,54.0
"Breakfast tart, lowfat",54.0
"Coffee cake, crumb or quick-bread type",567.0
"Coffee cake, crumb or quick-bread type, with fruit",567.0
"Coffee cake, crumb or quick-bread type, cheese-filled",501.0
Cereal or granola bar (General Mills Fiber One Chewy Bar),65.0
Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),37.0
Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),37.0
Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar),37.0
Milk 'n Cereal bar,65.0
Cereal or granola bar (Kellogg's Special K bar),65.0
Cereal or granola bar (Kashi Chewy),65.0
Cereal or granola bar (Kashi Crunchy),65.0
Cereal or granola bar (KIND Fruit and Nut Bar),65.0
Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix),65.0
"Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)",65.0
Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar),65.0
Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar),65.0
Cereal or granola bar (Quaker Chewy Granola Bar),65.0
Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar),65.0
Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar),65.0
Cereal or granola bar (Quaker Chewy Dipps Granola Bar),65.0
Cereal or granola bar (Quaker Granola Bites),110.0
"Snack bar, oatmeal",65.0
"Cereal or Granola bar, NFS",65.0
"Cereal or granola bar, lowfat, NFS",65.0
"Cereal or granola bar, nonfat",65.0
"Cereal or granola bar, reduced sugar, NFS",65.0
"Cereal or granola bar, fruit and nut",65.0
"Cereal or granola bar, peanuts , oats, sugar, wheat germ",65.0
"Cereal or granola bar, chocolate coated, NFS",65.0
"Cereal or granola bar, with coconut, chocolate coated",65.0
"Cereal or granola bar with nuts, chocolate coated",65.0
"Cereal or granola bar, oats, nuts, coated with non-chocolate coating",65.0
"Cereal or granola bar, coated with non-chocolate coating",65.0
"Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating",65.0
"Cereal or granola bar, with rice cereal",65.0
"Breakfast bar, NFS",65.0
"Breakfast bar, date, with yogurt coating",65.0
"Breakfast bar, cereal crust with fruit filling, lowfat",65.0
Nutrition bar (Balance Original Bar),65.0
Nutrition bar (Clif Bar),65.0
Nutrition bar (Clif Kids Organic Zbar),65.0
Nutrition bar (PowerBar),65.0
Nutrition bar (Slim Fast Original Meal Bar),65.0
Nutrition bar (Snickers Marathon Protein Bar),65.0
Nutrition bar (South Beach Living Meal Bar),65.0
Nutrition bar (South Beach Living High Protein Bar),65.0
Nutrition bar (Tiger's Milk),65.0
Nutrition bar (Zone Perfect Classic Crunch),65.0
"Nutrition bar or meal replacement bar, NFS",65.0
"Baby Toddler snack, NFS",45.0
Baby Toddler bar,65.0
Baby Toddler cookie,32.0
Baby Toddler biscuit,45.0
"Crackers, NFS",5.0
Graham crackers,15.0
Graham crackers (Teddy Grahams),5.0
"Graham crackers, chocolate covered",5.0
"Crackers, oatmeal",5.0
"Crackers, Cuban",5.0
"Graham crackers, reduced fat",15.0
"Graham crackers, sandwich, with filling",75.0
"Crackers, breakfast biscuit",15.0
"Crackers, butter, reduced sodium",5.0
"Crackers, matzo, reduced sodium",25.0
"Crackers, saltine, reduced sodium",5.0
"Crackers, wheat, reduced sodium",5.0
"Crackers, woven wheat, reduced sodium",5.0
"Crackers, butter, plain",5.0
"Crackers, butter, flavored",5.0
"Crackers, butter (Ritz)",5.0
"Crackers, butter, reduced fat",5.0
"Crackers, cheese",3.0
"Crackers, cheese (Cheez-It)",5.0
"Crackers, cheese (Goldfish)",1.0
"Crackers, cheese, reduced fat",3.0
"Crackers, cheese, reduced sodium",5.0
"Crackers, cheese, whole grain",3.0
"Crackers, crispbread",10.0
"Crackers, flatbread",10.0
"Crackers, matzo",25.0
"Crackers, milk",5.0
"Crackers, oyster",5.0
"Chips, rice",3.0
Rice cake,32.0
"Crackers, rice",5.0
"Crackers, rice and nuts",5.0
Popcorn cake,10.0
Rice paper,5.0
"Crackers, saltine",5.0
"Crackers, saltine, reduced fat",5.0
"Crackers, saltine, multigrain",5.0
"Crackers, multigrain",5.0
"Crackers, sandwich",75.0
"Crackers, sandwich, peanut butter filled",75.0
"Crackers, sandwich, peanut butter filled (Ritz)",75.0
"Crackers, sandwich, reduced fat, peanut butter filled",75.0
"Crackers, whole grain, sandwich, peanut butter filled",75.0
"Crackers, sandwich, cheese filled",75.0
"Crackers, sandwich, cheese filled (Ritz)",75.0
"Crackers, water",5.0
"Crackers, wonton",5.0
"Crackers, woven wheat",5.0
"Crackers, woven wheat, plain (Triscuit)",5.0
"Crackers, woven wheat, flavored (Triscuit)",5.0
"Crackers, woven wheat, reduced fat",5.0
"Crackers, wheat",5.0
"Crackers, wheat, plain (Wheat Thins)",5.0
"Crackers, wheat, flavored (Wheat Thins)",5.0
"Crackers, wheat, reduced fat",5.0
"Crackers, gluten free, plain",5.0
"Crackers, gluten free, flavored",5.0
Baby Toddler crackers,5.0
"Baby Toddler puffs, fruit",0.1
"Baby Toddler puffs, vegetable",0.1
Baby Toddler crunchies,45.0
Baby Toddler wheels,45.0
Corn nuts,1.2
"Corn chips, plain",3.0
"Corn chips, flavored",3.0
"Corn chips, plain (Fritos)",3.0
"Corn chips, flavored (Fritos)",3.0
Cheese flavored corn snacks,45.0
"Cheese flavored corn snacks, reduced fat",45.0
"Tortilla chips, plain",3.0
Cheese flavored corn snacks (Cheetos),45.0
"Tortilla chips, flavored",3.0
"Corn chips, reduced sodium",3.0
"Tortilla chips, nacho cheese flavor (Doritos)",3.0
"Tortilla chips, cool ranch flavor (Doritos)",3.0
"Tortilla chips, other flavors (Doritos)",3.0
"Tortilla chips, reduced fat, plain",3.0
"Tortilla chips, reduced fat, flavored",3.0
"Tortilla chips, low fat, unsalted",3.0
"Tortilla chips, reduced sodium",3.0
Snack mix,246.0
"Potato chips, restructured, multigrain",3.0
Pita chips,3.0
"Popcorn, NFS",85.0
"Popcorn, movie theater, with added butter",84.0
"Popcorn, movie theater, no butter added",84.0
"Popcorn, air-popped, no butter added",14.0
"Popcorn, air-popped, with added butter",14.0
"Popcorn, popped in oil, no butter added",14.0
"Popcorn, popped in oil, with added butter",14.0
"Popcorn, microwave, NFS",85.0
"Popcorn, microwave, plain",85.0
"Popcorn, microwave, plain, light",85.0
"Popcorn, microwave, low sodium",85.0
"Popcorn, microwave, butter flavored",85.0
"Popcorn, microwave, flavored, light",85.0
"Popcorn, microwave, cheese flavored",85.0
"Popcorn, microwave, kettle",85.0
"Popcorn, ready-to-eat, NFS",246.0
"Popcorn, ready-to-eat, plain",246.0
"Popcorn, ready-to-eat, plain, light",246.0
"Popcorn, ready-to-eat, low sodium",246.0
"Popcorn, ready-to-eat, butter flavored",246.0
"Popcorn, ready-to-eat, cheese flavored",246.0
"Popcorn, ready-to-eat, flavored, light",246.0
"Popcorn, ready-to-eat, kettle",246.0
"Popcorn, caramel coated",246.0
"Popcorn, caramel coated, with nuts",246.0
"Popcorn, chocolate coated",246.0
"Popcorn chips, plain",3.0
"Popcorn chips, other flavors",3.0
"Popcorn chips, sweet flavors",3.0
Onion flavored rings,45.0
Shrimp chips,3.0
"Pretzels, NFS",3.0
"Pretzels, hard, NFS",30.0
"Pretzels, hard, plain, salted",30.0
"Pretzels, hard, plain, lightly salted",30.0
"Pretzels, hard, plain, unsalted",30.0
"Pretzels, hard, flavored",30.0
"Pretzels, hard, multigrain",30.0
"Pretzels, hard, plain, gluten free",1.0
"Pretzels, hard, flavored, gluten free",1.0
"Pretzel chips, hard, plain",2.7
"Pretzel chips, hard, flavored",2.7
"Pretzel chips, hard, gluten free",2.7
"Pretzels, hard, coated, NFS",30.0
"Pretzels, hard, chocolate coated",30.0
"Pretzels, hard, white chocolate coated",30.0
"Pretzels, hard, yogurt coated",30.0
"Pretzels, hard, coated, gluten free",30.0
"Pretzels, hard, filled, NFS",30.0
"Pretzels, hard, cheese filled",30.0
"Pretzels, hard, peanut butter filled",30.0
"Pretzels, soft, NFS",14.0
"Pretzels, soft, ready-to-eat, NFS",14.0
"Pretzels, soft, ready-to-eat, salted, buttered",14.0
"Pretzels, soft, ready-to-eat, unsalted, buttered",14.0
"Pretzels, soft, ready-to-eat, salted, no butter",14.0
"Pretzels, soft, ready-to-eat, unsalted, no butter",14.0
"Pretzels, soft, ready-to-eat, cinnamon sugar coated",14.0
"Pretzels, soft, ready-to-eat, coated or flavored",14.0
"Pretzels, soft, ready-to-eat, topped with meat",14.0
"Pretzels, soft, ready-to-eat, topped with cheese",14.0
"Pretzels, soft, from frozen, NFS",120.0
"Pretzels, soft, from frozen, salted",120.0
"Pretzels, soft, from frozen, unsalted",120.0
"Pretzels, soft, from frozen, cinnamon sugar coated",120.0
"Pretzels, soft, from frozen, coated or flavored",120.0
"Pretzels, soft, from frozen, topped with meat",120.0
"Pretzels, soft, from frozen, topped with cheese",120.0
"Pretzels, soft, filled with cheese",120.0
"Pretzels, soft, from school lunch",120.0
"Pretzels, soft, multigrain",405.0
"Pretzels, soft, gluten free",120.0
"Pretzels, soft, gluten free, cinnamon sugar coated",120.0
"Pretzels, soft, gluten free, coated or flavored",120.0
Multigrain chips (Sun Chips),3.0
"Snack mix, plain (Chex Mix)",246.0
Bagel chips,5.0
Cracker chips,3.0
"Pancakes, NFS",10.0
"Pancakes, plain, frozen",10.0
"Pancakes, fruit, frozen",10.0
"Pancakes, chocolate, frozen",10.0
"Pancakes, whole grain, frozen",10.0
"Pancakes, plain, fast food / restaurant",10.0
"Pancakes, fruit, fast food / restaurant",10.0
"Pancakes, chocolate, fast food / restaurant",10.0
"Pancakes, whole grain, fast food / restaurant",10.0
"Pancakes, school",10.0
"Pancakes, plain",10.0
"Pancakes, plain, reduced fat",10.0
"Pancakes, fruit",10.0
"Pancakes, pumpkin",10.0
"Pancakes, chocolate",10.0
"Pancakes, whole grain",10.0
"Pancakes, whole grain, reduced fat",10.0
"Pancakes, gluten free",10.0
"Waffle, NFS",10.0
"Waffle, plain, frozen",10.0
"Waffle, plain, reduced fat",10.0
"Waffle, fruit, frozen",10.0
"Waffle, chocolate, frozen",10.0
"Waffle, whole grain, frozen",10.0
"Waffle, whole grain, reduced fat",10.0
"Waffle, whole grain, fruit, frozen",10.0
"Waffle, plain, fast food / restaurant",10.0
"Waffle, chocolate, fast food / restaurant",10.0
"Waffle, fruit, fast food / restaurant",10.0
"Waffle, whole grain, fast food / restaurant",10.0
"Waffle, school",40.0
"Waffle, plain",10.0
"Waffle, fruit",10.0
"Waffle, chocolate",10.0
"Waffle, cinnamon",10.0
"Waffle, whole grain",10.0
"Waffle, gluten free",10.0
"French toast, NFS",30.0
"French toast, frozen",4.7
"French toast, fast food / restaurant",30.0
"French toast, school",4.7
"French toast, plain",30.0
"French toast, whole grain",30.0
"French toast, gluten free",30.0
French toast sticks,28.0
"French toast sticks, fast food / restaurant",28.0
"French toast sticks, school",28.0
"Crepe, NFS",80.0
"Crepe, plain",80.0
Chinese pancake,40.0
"Dumpling, no meat",180.0
Cake made with glutinous rice,28.35
Idli,85.0
"Dosa, plain",405.0
Cake made with glutinous rice and dried beans,45.0
Funnel cake with sugar,90.0
Funnel cake with sugar and fruit,90.0
"Pasta, vegetable, cooked",128.0
"Noodles, cooked",128.0
"Noodles, whole grain, cooked",128.0
"Noodles, chow mein",246.0
"Long rice noodles, made from mung beans, cooked",128.0
"Rice noodles, cooked",128.0
"Pasta, cooked",128.0
"Pasta, whole grain, cooked",128.0
"Pasta, gluten free",128.0
"Cereal, cooked, NFS",128.0
Barley,128.0
Buckwheat groats,128.0
"Grits, NFS",128.0
"Grits, regular or quick, made with water, NS as to fat",128.0
"Grits, regular or quick, made with water, no added fat",128.0
"Grits, regular or quick, made with water, fat added",128.0
"Grits, with cheese, NS as to fat",128.0
"Grits, with cheese, no added fat",128.0
"Grits, with cheese, fat added",128.0
"Grits, instant, made with water, no added fat",128.0
"Grits, instant, made with water, fat added",128.0
"Grits, instant, made with water, NS as to fat",128.0
"Cornmeal mush, NS as to fat",128.0
"Cornmeal mush, no added fat",128.0
"Cornmeal mush, fat added",128.0
"Masa harina, cooked",128.0
Millet,128.0
"Oatmeal, fast food, plain",128.0
"Oatmeal, fast food, flavored",128.0
"Oatmeal, NFS",128.0
"Oatmeal, regular or quick, made with water, no added fat",128.0
"Oatmeal, regular or quick, made with water, fat added",128.0
"Oatmeal, regular or quick, made with milk, no added fat",128.0
"Oatmeal, regular or quick, made with milk, fat added",128.0
"Oatmeal, regular or quick, made with non-dairy milk, no added fat",128.0
"Oatmeal, regular or quick, made with non-dairy milk, fat added",128.0
"Oatmeal, instant, plain, made with water, no added fat",128.0
"Oatmeal, instant, plain, made with water, fat added",128.0
"Oatmeal, instant, plain, made with milk, no added fat",128.0
"Oatmeal, instant, plain, made with milk, fat added",128.0
"Oatmeal, instant, plain, made with non-dairy milk, no added fat",128.0
"Oatmeal, instant, plain, made with non-dairy milk, fat added",128.0
"Oatmeal, instant, maple flavored, no added fat",128.0
"Oatmeal, instant, maple flavored, fat added",128.0
"Oatmeal, instant, fruit flavored, no added fat",128.0
"Oatmeal, instant, fruit flavored, fat added",128.0
"Oatmeal, reduced sugar",128.0
"Oatmeal, multigrain",128.0
"Quinoa, NS as to fat",128.0
"Quinoa, no added fat",128.0
"Quinoa, fat added",128.0
"Rice, cooked, NFS",128.0
"Rice, white, cooked, NS as to fat",128.0
"Rice, white, cooked, made with oil",128.0
"Rice, white, cooked, made with butter",128.0
"Rice, white, cooked, made with margarine",128.0
"Rice, white, cooked, fat added, NS as to fat type",128.0
"Rice, white, cooked, no added fat",128.0
"Rice, brown, cooked, NS as to fat",128.0
"Rice, brown, cooked, fat added, made with oil",128.0
"Rice, brown, cooked, made with butter",128.0
"Rice, brown, cooked, made with margarine",128.0
"Rice, brown, cooked, fat added, NS as to fat type",128.0
"Rice, brown, cooked, no added fat",128.0
Cream of rice,128.0
"Rice, cooked, with milk",128.0
"Rice, sweet, cooked with honey",128.0
Congee,246.0
"Yellow rice, cooked, NS as to fat",128.0
"Yellow rice, cooked, no added fat",128.0
"Yellow rice, cooked, fat added",128.0
"Rice, white, cooked, glutinous",128.0
"Rice, wild, 100%, cooked, NS as to fat",128.0
"Rice, wild, 100%, cooked, no added fat",128.0
"Rice, wild, 100%, cooked, fat added",128.0
"Rice, white and wild, cooked, no added fat",128.0
"Rice, brown and wild, cooked, no added fat",128.0
"Rice, white and wild, cooked, fat added",128.0
"Rice, white and wild, cooked, NS as to fat",128.0
"Rice, brown and wild, cooked, fat added",128.0
"Rice, brown and wild, cooked, NS as to fat",128.0
"Rice, white, cooked with fat, Puerto Rican style",128.0
"Cream of wheat, NFS",128.0
"Cream of wheat, regular or quick, made with water, no added fat",128.0
"Cream of wheat, regular or quick, made with water, fat added",128.0
"Cream of wheat, instant, made with water, no added fat",128.0
"Cream of wheat, instant, made with water, fat added",128.0
"Bulgur, no added fat",128.0
"Bulgur, fat added",128.0
"Bulgur, NS as to fat",128.0
"Couscous, plain, cooked",128.0
"Whole wheat cereal, cooked",128.0
"Wheat cereal, chocolate flavored, cooked",128.0
"Oat bran cereal, cooked",128.0
"Cereal, ready-to-eat, NFS",246.0
"Cereal, O's, flavored",246.0
"Cereal, crunch",246.0
"Cereal, O's, plain",246.0
"Cereal, chocolate puffs",246.0
"Cereal, cinnamon toast",246.0
"Cereal, chocolate crispy",246.0
"Cereal, corn squares",246.0
"Cereal, corn flakes, plain",246.0
"Cereal, corn puffs",246.0
"Cereal, rice crispy, plain",246.0
"Cereal, bran flakes, plain",246.0
"Cereal, shredded wheat, flavored",246.0
"Cereal, rice crispy, flavored",246.0
"Cereal, fruit rings",246.0
"Cereal, fruit crispy",246.0
"Cereal, granola",246.0
"Cereal, oat bunches",246.0
"Cereal, corn squares, flavored",246.0
"Cereal, O's, honey nut",246.0
"Cereal, multigrain",246.0
"Cereal, oat squares",246.0
"Cereal, frosted oats with marshmallows",246.0
"Cereal, O's, multigrain",246.0
"Cereal, bran flakes, flavored",246.0
"Cereal, rice squares",246.0
"Cereal, K's, plain",246.0
"Cereal, K's, flavored",246.0
"Cereal, flavored puffs",246.0
"Cereal, corn flakes, flavored",246.0
"Cereal, O's, NFS",246.0
"Cereal, wheat squares",246.0
Wheat germ,246.0
"Cereal, plain puffs",246.0
"Cereal, shredded wheat, plain",246.0
"Cereal, wheat flakes",246.0
"Cereal, other, NFS",246.0
"Cereal, other, plain",246.0
"Cereal, other, fruit flavored",246.0
"Cereal, other, chocolate",246.0
"Cereal, other, peanut butter",246.0
"Cereal, other, honey",246.0
"Cereal, reduced sugar",246.0
Wheat bran,246.0
"Oats, raw",246.0
"Cereal, oat bran, ready-to-eat",246.0
"Baby Toddler cereal, barley, dry",15.0
"Baby Toddler cereal, oatmeal, dry",15.0
"Baby Toddler cereal, rice, dry",15.0
"Baby Toddler cereal, rice with fruit, dry",15.0
"Baby Toddler cereal, multigrain with fruit, dry",15.0
"Baby Toddler cereal, multigrain, dry",15.0
"Baby Toddler cereal, oatmeal with fruit, dry",15.0
"Baby Toddler cereal, NFS",15.0
"Baby Toddler cereal, rice, ready-to-eat",15.0
"Baby Toddler cereal, oatmeal, ready-to-eat",15.0
"Baby Toddler cereal, multigrain, ready-to-eat",15.0
"Baby Toddler cereal, multigrain with fruit, ready-to-eat",15.0
"Baby Toddler cereal, oatmeal with fruit, ready-to-eat",15.0
"Baby Toddler cereal, rice with fruit, ready-to-eat",15.0
Chilaquiles,246.0
Frito pie,246.0
Mexican pizza,100.0
Taco or tostada salad with meat,237.0
Taco or tostada salad with chicken,237.0
"Taco or tostada salad, meatless",237.0
Taco or tostada salad with meat and sour cream,237.0
Taco or tostada salad with chicken and sour cream,237.0
"Taco or tostada salad, meatless with sour cream",237.0
"Taco, NFS",50.0
"Taco, corn tortilla, beef, cheese",50.0
"Taco, corn tortilla, beef, with beans, cheese",50.0
"Taco, corn tortilla, pork, cheese",50.0
"Taco, corn tortilla, pork, with beans, cheese",50.0
"Taco, corn tortilla, chicken, cheese",50.0
"Taco, corn tortilla, chicken, with beans, cheese",50.0
"Taco, corn tortilla, with beans, cheese",50.0
"Taco, flour tortilla, beef, cheese",50.0
"Taco, flour tortilla, beef, with beans, cheese",50.0
"Taco, flour tortilla, pork, cheese",50.0
"Taco, flour tortilla, pork, with beans, cheese",50.0
"Taco, flour tortilla, chicken, cheese",50.0
"Taco, flour tortilla, chicken, with beans, cheese",50.0
"Taco, flour tortilla, with beans, cheese",50.0
"Taco, fish",50.0
"Taco, meat, no cheese",50.0
"Taco, meat, with beans, no cheese",50.0
"Taco, with beans, no cheese",50.0
"Taco, cheese only",50.0
"Burrito, NFS",50.0
"Burrito, beef, cheese",50.0
"Burrito, beef, with rice, cheese",50.0
"Burrito, beef, with beans, cheese",50.0
"Burrito, beef, with beans and rice, cheese",50.0
"Burrito, pork, cheese",50.0
"Burrito, pork, with rice, cheese",50.0
"Burrito, pork, with beans, cheese",50.0
"Burrito, pork, with beans and rice, cheese",50.0
"Burrito, chicken, cheese",50.0
"Burrito, chicken, with rice, cheese",50.0
"Burrito, chicken, with beans, cheese",50.0
"Burrito, chicken, with beans and rice, cheese",50.0
"Burrito, with beans, no cheese",50.0
"Burrito, with beans, cheese",50.0
"Burrito, with beans and rice, cheese",50.0
"Burrito, meat, no cheese",50.0
"Burrito, meat, with rice, no cheese",50.0
"Burrito, meat, with beans, no cheese",50.0
