Alimento,Gramos
"Burrito, meat, with beans and rice, no cheese",50.0
"Burrito, cheese only",50.0
"Burrito bowl, NFS",180.0
"Burrito bowl, beef or pork",180.0
"Burrito bowl, beef or pork, with rice",180.0
"Burrito bowl, beef or pork, with beans",180.0
"Burrito bowl, beef or pork, with beans and rice",180.0
"Burrito bowl, chicken",180.0
"Burrito bowl, chicken, with rice",180.0
"Burrito bowl, chicken, with beans",180.0
"Burrito bowl, chicken, with beans and rice",180.0
"Burrito bowl, with beans",180.0
"Enchilada, NFS",150.0
"Enchilada, beef",150.0
"Enchilada, pork",150.0
"Enchilada, chicken",150.0
"Enchilada, no meat",150.0
"Tamale, NFS",180.0
"Tamale, beef",180.0
"Tamale, pork",180.0
"Tamale, chicken",180.0
"Tamale, no meat",180.0
Tamale casserole with meat,246.0
"Nachos, NFS",3.0
"Nachos, cheese only",3.0
"Nachos, beef or pork",3.0
"Nachos, beef or pork, with beans",3.0
"Nachos, chicken",3.0
"Nachos, chicken, with beans",3.0
"Nachos, with beans",3.0
"Gordita, cheese only",180.0
"Gordita, with beans",180.0
"Gordita, meat",180.0
"Gordita, meat, with beans",180.0
"Chimichanga, meat",180.0
"Chimichanga, with beans",180.0
"Chimichanga, chicken",180.0
"Quesadilla, NFS",140.0
"Quesadilla, cheese only",140.0
"Quesadilla, beef or pork",140.0
"Quesadilla, chicken",140.0
"Quesadilla, with vegetables",140.0
"Quesadilla, beef or pork, with vegetables",140.0
"Quesadilla, chicken, with vegetables",140.0
"Quesadilla, egg",140.0
"Quesadilla, egg, with meat",140.0
"Taquito, cheese only",35.0
"Taquito, beef or pork",35.0
"Taquito, chicken",35.0
"Taquito, egg",35.0
"Fajita, NFS",95.0
"Fajita, chicken",95.0
"Fajita, beef or pork",95.0
"Fajita, shrimp",95.0
"Fajita, vegetable",95.0
"Pupusa, cheese only",180.0
"Pupusa, with beans",180.0
"Pupusa, meat",180.0
"Pupusa, meat, with beans",180.0
"Pizza, cheese, from frozen, thin crust",97.0
"Pizza, cheese, from frozen, thick crust",97.0
"Pizza, cheese, from restaurant or fast food, NS as to type of crust",97.0
"Pizza, cheese, from restaurant or fast food, thin crust",97.0
"Pizza, cheese, from restaurant or fast food, medium crust",97.0
"Pizza, cheese, from restaurant or fast food, thick crust",97.0
"Pizza, cheese, stuffed crust",97.0
"Pizza, cheese, from school lunch, medium crust",97.0
"Pizza, cheese, from school lunch, thin crust",97.0
"Pizza, cheese, from school lunch, thick crust",97.0
"Pizza, extra cheese, thin crust",97.0
"Pizza, extra cheese, thick crust",97.0
"Pizza, cheese, with vegetables, from frozen, thin crust",97.0
"Pizza, cheese with vegetables, from frozen, thick crust",97.0
"Pizza, cheese, with vegetables, from restaurant or fast food, thin crust",97.0
"Pizza, cheese, with vegetables, from restaurant or fast food, medium crust",97.0
"Pizza, cheese, with vegetables, from restaurant or fast food, thick crust",97.0
"Pizza with cheese and extra vegetables, thin crust",97.0
"Pizza with cheese and extra vegetables, medium crust",97.0
"Pizza with cheese and extra vegetables, thick crust",97.0
"Pizza, cheese, with fruit, thin crust",97.0
"Pizza, cheese, with fruit, medium crust",97.0
"Pizza, cheese, with fruit, thick crust",97.0
"Pizza with pepperoni, from frozen, thin crust",97.0
"Pizza with pepperoni, from frozen, medium crust",97.0
"Pizza with pepperoni, from frozen, thick crust",97.0
"Pizza with pepperoni, from restaurant or fast food, NS as to type of crust",97.0
"Pizza with pepperoni, from restaurant or fast food, thin crust",97.0
"Pizza with pepperoni, from restaurant or fast food,  medium crust",97.0
"Pizza with pepperoni, from restaurant or fast food, thick crust",97.0
"Pizza with pepperoni, stuffed crust",97.0
"Pizza with pepperoni, from school lunch, thin crust",97.0
"Pizza, with pepperoni, from school lunch, medium crust",97.0
"Pizza with pepperoni, from school lunch, thick crust",97.0
"Pizza with meat other than pepperoni, from frozen, thin crust",97.0
"Pizza with meat other than pepperoni, from frozen, medium crust",97.0
"Pizza with meat other than pepperoni, from frozen, thick crust",97.0
"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",97.0
"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",97.0
"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",97.0
"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",97.0
"Pizza, with meat other than pepperoni, stuffed crust",97.0
"Pizza, with meat other than pepperoni, from school lunch, medium crust",97.0
"Pizza, with meat other than pepperoni, from school lunch, thin crust",97.0
"Pizza, with meat other than pepperoni, from school lunch, thick crust",97.0
"Pizza with extra meat, thin crust",97.0
"Pizza with extra meat, medium crust",97.0
"Pizza with extra meat, thick crust",97.0
"Pizza with meat and vegetables, from frozen, thin crust",97.0
"Pizza with meat and vegetables, from frozen, medium crust",97.0
"Pizza with meat and vegetables, from frozen, thick crust",97.0
"Pizza with meat and vegetables, from restaurant or fast food, thin crust",97.0
"Pizza with meat and vegetables, from restaurant or fast food, medium crust",97.0
"Pizza with meat and vegetables, from restaurant or fast food, thick crust",97.0
"Pizza with extra meat and extra vegetables, thin crust",97.0
"Pizza with extra meat and extra vegetables, thick crust",97.0
"Pizza with extra meat and extra vegetables, medium crust",97.0
"Pizza with meat and fruit, thin crust",97.0
"Pizza with meat and fruit, medium crust",97.0
"Pizza with meat and fruit, thick crust",97.0
"Pizza with beans and vegetables, thin crust",97.0
"Pizza with beans and vegetables, thick crust",97.0
"Pizza, no cheese, thin crust",97.0
"Pizza, no cheese, thick crust",97.0
"White pizza, cheese, thin crust",97.0
"White pizza, cheese, thick crust",97.0
"White pizza, cheese, with vegetables, thin crust",97.0
"White pizza, cheese, with vegetables, thick crust",97.0
"White pizza, cheese, with meat, thin crust",97.0
"White pizza, cheese, with meat, thick crust",97.0
"White pizza, cheese, with meat and vegetables, thin crust",97.0
"White pizza, cheese, with meat and vegetables, thick crust",97.0
"Calzone, with cheese, meatless",424.0
"Calzone, with meat and cheese",424.0
Pizza rolls,246.0
"Pizza, cheese, whole wheat thin crust",97.0
"Pizza, cheese, whole wheat thick crust",97.0
"Pizza, with meat, whole wheat thin crust",97.0
"Pizza, with meat, whole wheat thick crust",97.0
"Pizza, cheese and vegetables, whole wheat thin crust",97.0
"Pizza, cheese and vegetables, whole wheat thick crust",97.0
"Pizza, cheese, gluten-free thin crust",97.0
"Pizza, cheese, gluten-free thick crust",97.0
"Pizza, with meat, gluten-free thin crust",97.0
"Pizza, with meat, gluten-free thick crust",97.0
"Pizza, cheese and vegetables, gluten-free thin crust",97.0
"Pizza, cheese and vegetables, gluten-free thick crust",97.0
Breakfast pizza with egg,97.0
"Egg roll, meatless",13.0
"Egg roll, with shrimp",13.0
"Egg roll, with beef and/or pork",30.0
"Egg roll, with chicken or turkey",13.0
"Roll with meat and/or shrimp, vegetables and rice paper, not fried",71.0
"Wonton, dumpling or pot sticker, fried",180.0
"Wonton, dumpling or pot sticker, fried, no meat",180.0
"Puffs, fried, crab meat and cream cheese filled",0.1
"Wonton, dumpling or pot sticker, steamed",180.0
"Empanada, NFS",35.0
"Empanada, no meat",35.0
"Empanada, beef",35.0
"Empanada, beef, with vegetables",35.0
"Empanada, chicken",35.0
"Empanada, chicken, with vegetables",35.0
"Cornmeal stick, Puerto Rican style",20.0
"Kibby, Puerto Rican style",55.0
Bacalaitos fritos,100.0
"Hayacas, Puerto Rican style",95.0
"Crepe, with meat",80.0
Pierogi,180.0
"Gnocchi, cheese",246.0
"Gnocchi, potato",246.0
Knish,180.0
Bao bun,180.0
"Bao bun, no meat",180.0
"Pastry, cheese-filled",78.0
"Pastry, egg and cheese filled",142.0
"Pastry, meat / poultry-filled",142.0
Spanakopita,35.0
Samosa,35.0
"Quiche with meat, poultry or fish",192.0
"Spinach quiche, meatless",192.0
"Cheese quiche, meatless",192.0
"Turnover or hot pocket, NFS",35.0
"Turnover or hot pocket, meatless",35.0
"Turnover or hot pocket, beef",35.0
"Turnover or hot pocket, ham",35.0
"Turnover or hot pocket, pizza pocket, meat",35.0
"Turnover or hot pocket, pizza pocket",35.0
"Turnover or hot pocket, chicken",35.0
"Turnover, seafood",35.0
Turnover or lean pocket,35.0
"Turnover or breakfast pocket, egg",35.0
Biscuit with gravy,220.0
Chicken cornbread,67.0
Cornmeal dressing with chicken or turkey and vegetables,246.0
Dressing with oysters,246.0
Dressing with chicken or turkey and vegetables,246.0
Dressing with meat and vegetables,246.0
Lasagna with meat,206.0
"Lasagna with meat, canned",246.0
"Lasagna with meat, from restaurant",206.0
"Lasagna with meat, home recipe",206.0
"Lasagna with meat, frozen",206.0
Lasagna with meat and spinach,206.0
Lasagna with chicken or turkey,206.0
"Lasagna, with chicken or turkey, and spinach",206.0
"Lasagna, meatless",206.0
"Lasagna, meatless, with vegetables",206.0
"Ravioli, NS as to filling, no sauce",45.0
"Ravioli, NS as to filling, with tomato sauce",45.0
"Ravioli, NS as to filling, with cream sauce",45.0
"Ravioli, meat-filled, no sauce",45.0
"Ravioli, meat-filled, with tomato sauce or meat sauce",45.0
"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",45.0
"Ravioli, meat-filled, with cream sauce",45.0
"Ravioli, cheese-filled, no sauce",45.0
"Ravioli, cheese-filled, with tomato sauce",45.0
"Ravioli, cheese-filled, with tomato sauce, canned",45.0
"Ravioli, cheese-filled, with meat sauce",45.0
"Ravioli, cheese-filled, with cream sauce",45.0
"Ravioli, cheese and spinach-filled, no sauce",45.0
"Ravioli, cheese and spinach-filled, with cream sauce",45.0
"Ravioli, cheese and spinach filled, with tomato sauce",45.0
"Manicotti, cheese-filled, no sauce",127.0
"Manicotti, cheese-filled, with tomato sauce, meatless",127.0
"Manicotti, cheese-filled, with meat sauce",127.0
"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless",127.0
"Stuffed shells, cheese-filled, no sauce",60.0
"Stuffed shells, cheese-filled, with tomato sauce, meatless",60.0
"Stuffed shells, cheese-filled, with meat sauce",60.0
"Stuffed shells, cheese- and spinach- filled, no sauce",60.0
"Stuffed shells, with chicken, with tomato sauce",60.0
"Stuffed shells, with fish and/or shellfish, with tomato sauce",60.0
"Tortellini, meat-filled, with tomato sauce",246.0
"Tortellini, meat-filled, with tomato sauce, canned",246.0
"Tortellini, cheese-filled, meatless, with tomato sauce",246.0
"Tortellini, cheese-filled, meatless, with tomato sauce, canned",246.0
"Tortellini, cheese-filled, meatless, with vinaigrette dressing",246.0
"Tortellini, meat-filled, no sauce",246.0
"Tortellini, cheese-filled, with cream sauce",246.0
"Tortellini, cheese-filled, no sauce",246.0
"Tortellini, spinach-filled, with tomato sauce",246.0
"Tortellini, spinach-filled, no sauce",246.0
"Cannelloni, cheese- and spinach-filled, no sauce",74.0
Chow fun noodles with meat and vegetables,246.0
"Chow fun noodles with vegetables, meatless",246.0
"Lo mein, NFS",246.0
"Lo mein, meatless",246.0
"Lo mein, with shrimp",246.0
"Lo mein, with pork",246.0
"Lo mein, with beef",246.0
"Lo mein, with chicken",246.0
"Pad Thai, NFS",246.0
"Pad Thai, meatless",246.0
Pad Thai with chicken,246.0
Pad Thai with seafood,246.0
Pad Thai with meat,246.0
"Adobo, with noodles",246.0
"Macaroni with tuna, Puerto Rican style",246.0
Macaroni or noodles with cheese,246.0
"Macaroni or noodles with cheese, from restaurant",246.0
"Macaroni or noodles with cheese, made from packaged mix",246.0
"Macaroni or noodles with cheese, canned",246.0
"Macaroni or noodles with cheese, Easy Mac type",246.0
"Macaroni or noodles with cheese, made from reduced fat packaged mix",246.0
Macaroni or noodles with cheese and tuna,246.0
Macaroni or noodles with cheese and meat,246.0
"Macaroni or noodles with cheese and meat, prepared from Hamburger Helper mix",246.0
Macaroni or noodles with cheese and tomato,246.0
Macaroni or noodles with cheese and frankfurters or hot dogs,246.0
Macaroni or noodles with cheese and egg,246.0
Macaroni or noodles with cheese and chicken or turkey,246.0
"Macaroni or noodles with cheese, whole grain",246.0
"Pasta with tomato-based sauce, cheese and meat",74.0
Pasta with tomato-based sauce and cheese,246.0
"Pasta with vegetables, no sauce or dressing",246.0
"Pasta with sauce, NFS",246.0
"Pasta with sauce, meatless, school lunch",246.0
"Pasta with tomato-based sauce, restaurant",246.0
"Pasta with tomato-based sauce, home recipe",246.0
"Pasta with tomato-based sauce, ready-to-heat",246.0
"Pasta with tomato-based sauce, and added vegetables, restaurant",246.0
"Pasta with tomato-based sauce, and added vegetables, home recipe",246.0
"Pasta with tomato-based sauce, and added vegetables, ready-to-heat",246.0
"Pasta with sauce and meat, from school lunch",246.0
"Pasta with tomato-based sauce and meat, restaurant",246.0
"Pasta with tomato-based sauce and meat, home recipe",246.0
"Pasta with tomato-based sauce and meat, ready-to-heat",246.0
"Pasta with tomato-based sauce, meat, and added vegetables, restaurant",246.0
"Pasta with tomato-based sauce, meat, and added vegetables, home recipe",246.0
"Pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat",246.0
"Pasta with tomato-based sauce and poultry, restaurant",246.0
"Pasta with tomato-based sauce and poultry, home recipe",246.0
"Pasta with tomato-based sauce and poultry, ready-to-heat",246.0
"Pasta with tomato-based sauce, poultry, and added vegetables, restaurant",246.0
"Pasta with tomato-based sauce, poultry, and added vegetables, home recipe",246.0
"Pasta with tomato-based sauce, poultry, and added vegetables, ready-to-heat",246.0
"Pasta with tomato-based sauce and seafood, restaurant",246.0
"Pasta with tomato-based sauce and seafood, home recipe",246.0
"Pasta with tomato-based sauce and seafood, ready-to-heat",246.0
"Pasta with tomato-based sauce, seafood, and added vegetables, restaurant",246.0
"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe",246.0
"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",246.0
"Pasta with cream sauce, restaurant",246.0
"Pasta with cream sauce, home recipe",246.0
"Pasta with cream sauce, ready-to-heat",246.0
"Pasta with cream sauce and added vegetables, restaurant",246.0
"Pasta with cream sauce and added vegetables, from home recipe",246.0
"Pasta with cream sauce and added vegetables, ready-to-heat",246.0
"Pasta with cream sauce and meat, restaurant",246.0
"Pasta with cream sauce and meat, home recipe",246.0
"Pasta with cream sauce and meat, ready-to-heat",246.0
"Pasta with cream sauce, meat, and added vegetables, restaurant",246.0
"Pasta with cream sauce, meat, and added vegetables, home recipe",246.0
"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",246.0
"Pasta with cream sauce and poultry, restaurant",246.0
"Pasta with cream sauce and poultry, home recipe",246.0
"Pasta with cream sauce and poultry, ready-to-heat",246.0
"Pasta with cream sauce, poultry, and added vegetables, restaurant",246.0
"Pasta with cream sauce, poultry, and added vegetables, home recipe",246.0
"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",246.0
"Pasta with cream sauce and seafood, restaurant",246.0
"Pasta with cream sauce and seafood, home recipe",246.0
"Pasta with cream sauce and seafood, ready-to-heat",246.0
"Pasta with cream sauce, seafood, and added vegetables, restaurant",246.0
"Pasta with cream sauce, seafood, and added vegetables, home recipe",246.0
"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat",246.0
"Pasta, whole grain, with tomato-based sauce, restaurant",246.0
"Pasta, whole grain, with tomato-based sauce, home recipe",246.0
"Pasta, whole grain, with tomato-based sauce, ready-to-heat",246.0
"Pasta, whole grain, with tomato-based sauce and added vegetables, restaurant",246.0
"Pasta, whole grain, with tomato-based sauce and added vegetables, home recipe",246.0
"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",246.0
"Pasta, whole grain, with tomato-based sauce and meat, restaurant",246.0
"Pasta, whole grain, with tomato-based sauce and meat, home recipe",246.0
"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",246.0
"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant",246.0
"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, home recipe",246.0
"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",246.0
"Pasta, whole grain, with tomato-based sauce and poultry, restaurant",246.0
"Pasta, whole grain, with tomato-based sauce and poultry, home recipe",246.0
"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",246.0
"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant",246.0
"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, home recipe",246.0
"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",246.0
"Pasta, whole grain, with tomato-based sauce and seafood, restaurant",246.0
"Pasta, whole grain, with tomato-based sauce and seafood, home recipe",246.0
"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",246.0
"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant",246.0
"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe",246.0
"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",246.0
"Pasta, whole grain, with cream sauce, restaurant",246.0
"Pasta, whole grain, with cream sauce, home recipe",246.0
"Pasta, whole grain, with cream sauce, ready-to-heat",246.0
"Pasta, whole grain, with cream sauce, and added vegetables, restaurant",246.0
"Pasta, whole grain, with cream sauce, and added vegetables, home recipe",246.0
"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat",246.0
"Pasta, whole grain, with cream sauce and meat, restaurant",246.0
"Pasta, whole grain, with cream sauce and meat, home recipe",246.0
"Pasta, whole grain, with cream sauce and meat, ready-to-heat",246.0
"Pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant",246.0
"Pasta, whole grain, with cream sauce, meat, and added vegetables, home recipe",246.0
"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat",246.0
